-13.934186166459082 -11.443412020225221 -8.94258722943881 -8.605392712961464 -8.923260968502003 -10.258477924256336 -10.52139537642427 -8.374763765252904
-10.334177110153501 -8.878337992006514 -8.804168659476442 -8.747150248691451 -10.325329023300892 -10.978716812761366 -10.61506498605031 -8.641802323538453
-12.209108101151731 -8.807029391467907 -9.36720978573194 -9.312643235798635 -11.047477761490537 -8.424858831146754 -9.014265109068422 -8.819036910288656
-10.448679245430572 -12.734662239100427 -8.862019079542904 -8.32427346845942 -10.325329023300892 -8.350073579921915 -9.640493938056114 -7.4965338264245425
-9.174654780004396 -12.075818389686798 -9.301303022552968 -8.880009901453793 -11.25432235435137 -8.275954618440426 -8.506486855450401 -8.566679795799228
-9.949053490604012 -8.878337992006514 -8.804168659476442 -8.880009901453793 -11.182905666969067 -8.800809104863486 -8.338540814050628 -8.130810110379382
-9.815603987231121 -9.14743081918597 -9.086023339827175 -9.014797916348055 -10.895363021313113 -8.717755029206014 -9.338480587215333 -9.690373836012366
-9.88780980441155 -10.100773422450477 -8.804168659476442 -9.23953707783917 -11.182905666969067 -10.008485574314673 -9.433065624975658 -8.321850439417549
-13.341747785916102 -9.255640025682741 -8.862019079542904 -8.533351448404858 -11.4680299703917 -11.072790071350898 -9.433065624975658 -8.566679795799228
-13.42731145262201 -9.564535111914715 -9.436434513241725 -8.392407470817801 -10.97901498765486 -8.061030183025007 -10.700102107126302 -8.566679795799228
-9.949053490604012 -9.347045958085172 -8.862019079542904 -10.621097004719761 -8.135171443364662 -10.183549864086945 -10.316077685674 -9.364626276481975
-10.58032590823272 -9.954786989242397 -9.131440648502409 -9.23953707783917 -9.610136507209841 -8.350073579921915 -8.338540814050628 -8.06896771119779
-9.174654780004396 -9.564535111914715 -8.94258722943881 -9.014797916348055 -10.266280826143163 -8.20306758619385 -8.506486855450401 -8.263059340898163
-10.06343987286792 -11.789907006431964 -8.978276525304388 -9.518423297371275 -11.111966936897677 -9.114214215740855 -9.895785674163154 -8.915366206963366
-9.949053490604012 -8.916963524790813 -8.50428280309038 -8.880009901453793 -10.895363021313113 -8.424858831146754 -10.416173674775035 -8.499148181881626
-10.654288203836309 -9.050989389508356 -8.978276525304388 -9.798552617310332 -10.895363021313113 -8.350073579921915 -9.540280320997457 -8.06896771119779
-9.361389982177133 -9.648017076042539 -9.031170803866228 -8.605392712961464 -10.464432298455574 -9.783493967441512 -8.939496543068604 -8.819036910288656
-10.06343987286792 -8.654104938330043 -8.978276525304388 -8.677348567524174 -10.97901498765486 -10.567060859632445 -9.338480587215333 -8.263059340898163
-10.06343987286792 -9.255640025682741 -9.031170803866228 -9.59072234643364 -8.923260968502003 -9.270335164807303 -9.71823029777526 -8.00266174237051
-9.815603987231121 -9.48433111952972 -8.639900092376113 -9.381791824199976 -9.98575545942526 -9.270335164807303 -9.014265109068422 -8.130810110379382
-10.735545191817977 -8.971754638170268 -9.605992227492745 -8.814699604910633 -9.331902731793374 -8.653602379141017 -9.248636018788712 -7.836916037917536
-9.611558876227068 -9.798572214038092 -9.031170803866228 -9.23953707783917 -9.512805931218214 -8.350073579921915 -8.431225643041873 -8.321850439417549
-10.386572749048025 -9.255640025682741 -8.572152743626756 -9.381791824199976 -11.047477761490537 -8.20306758619385 -9.984947993065976 -10.035590900741855
-9.532423614429455 -8.916963524790813 -8.701601440216344 -9.16370539207443 -9.512805931218214 -9.698462831766928 -9.540280320997457 -7.9303086454483385
-9.997674161814384 -12.734662239100427 -8.94258722943881 -9.014797916348055 -10.53165816577302 -9.036721978481648 -8.431225643041873 -8.192837765323102
-9.949053490604012 -9.72541814712729 -8.701601440216344 -9.090592601478935 -11.547187890555303 -9.845746845002655 -8.067658113509896 -7.676977737992171
-9.406176713775817 -10.031751061403611 -9.031170803866228 -8.249334677632447 -8.548293595790735 -10.873807911201968 -9.895785674163154 -7.7518789359856335
-10.58032590823272 -12.36292164381852 -9.031170803866228 -8.814699604910633 -11.394759405966607 -8.061030183025007 -9.984947993065976 -8.06896771119779
-10.386572749048025 -13.074925518305687 -9.086023339827175 -8.747150248691451 -10.653672577457225 -8.132419234423846 -8.656714002226732 -8.641802323538453
-9.611558876227068 -9.648017076042539 -9.36720978573194 -8.814699604910633 -10.596008395538302 -8.717755029206014 -9.800351037181162 -10.458854987046248
-9.003032981580684 -9.347045958085172 -9.031170803866228 -8.880009901453793 -11.61506124216164 -10.128949382465255 -8.338540814050628 -9.765118677110738
-12.091606393914798 -9.72541814712729 -9.301303022552968 -8.533351448404858 -10.395413413717801 -10.978716812761366 -9.248636018788712 -9.824905677629278
-10.448679245430572 -8.971754638170268 -9.232563332394431 -8.747150248691451 -9.022427002153446 -10.497230643516932 -10.316077685674 -8.726309438762076
-10.514844010614087 -8.807029391467907 -8.978276525304388 -9.99693782435941 -9.610136507209841 -9.114214215740855 -8.16281911280161 -8.819036910288656
-10.197730845806301 -11.086531293252431 -8.862019079542904 -8.747150248691451 -9.251252696519526 -8.424858831146754 -8.506486855450401 -8.06896771119779
-9.493798081645156 -10.031751061403611 -9.829241148974543 -8.880009901453793 -11.111966936897677 -8.653602379141017 -8.244180291019976 -8.566679795799228
-9.67505145492716 -8.971754638170268 -9.131440648502409 -8.605392712961464 -10.395413413717801 -9.036721978481648 -9.090022663281513 -8.321850439417549
-10.58032590823272 -9.798572214038092 -8.862019079542904 -9.518423297371275 -9.610136507209841 -8.350073579921915 -10.52139537642427 -7.836916037917536
-9.361389982177133 -9.050989389508356 -8.804168659476442 -8.880009901453793 -9.98575545942526 -8.59166205667086 -9.640493938056114 -8.566679795799228
