-9.652310425848228 -9.170945428159346 -9.552838743236606 -8.331827130837667 -10.286910396131702 -9.814332484424448 -9.471069098380312 -8.651027818708009 -9.263194738132732 -8.351211066283753
-9.346679482098615 -9.41609712189635 -9.24136212911485 -8.265950978004991 -11.061380408886393 -10.427864418945681 -11.094524997357553 -8.057426994738933 -10.292100525646681 -9.967062775201939
-9.404237736808454 -9.258092925338389 -9.113047258224533 -8.481278313395713 -8.83590721588029 -9.344861784003825 -10.315256226285008 -8.279227047746197 -9.263194738132732 -11.47305380280276
-9.463653839774583 -9.170945428159346 -9.38716117970548 -8.833502248565441 -9.789642256608623 -10.427864418945681 -13.355714828482455 -8.886464437351286 -9.263194738132732 -8.351211066283753
-9.29059031484601 -8.833576523586686 -9.702126307445482 -8.771728873923394 -10.119061470248916 -8.435301916544773 -8.26743150449191 -8.886464437351286 -10.292100525646681 -10.097645235545897
-9.781182247871325 -8.722201645392179 -9.808941638552 -8.481278313395713 -8.83590721588029 -8.638769446360797 -10.725576873745666 -8.651027818708009 -10.094440585889899 -9.817866235995666
-9.652310425848228 -9.613725580394377 -9.113047258224533 -8.625905685000987 -10.893740770941115 -8.842970577188424 -9.813064865482168 -10.003694673080048 -11.543573096618509 -12.448430554514516
-9.404237736808454 -9.479048735044895 -9.702126307445482 -8.707884897414981 -10.119061470248916 -8.842970577188424 -8.973418260914357 -11.379386143918886 -12.443167498049945 -10.7347341098492
-9.652310425848228 -9.479048735044895 -9.113047258224533 -8.20519395956239 -12.646747951228143 -9.344861784003825 -9.813064865482168 -8.057426994738933 -12.251066022564302 -7.785049737580472
-8.994969574766007 -9.613725580394377 -8.996748466798586 -9.379751560306232 -10.486885020422228 -8.638769446360797 -9.14617050419023 -8.279227047746197 -8.199410611208776 -7.976531684574233
-9.23788939257987 -9.08311055771578 -8.996748466798586 -8.402226929996502 -9.789642256608623 -10.797668050449857 -9.971782230958482 -9.490233626849076 -8.741108677247553 -9.817866235995666
-9.29059031484601 -9.685951497546256 -9.113047258224533 -8.402226929996502 -8.180427305096451 -9.14921611685422 -13.355714828482455 -8.279227047746197 -7.9391388045535365 -8.163312910887832
-9.652310425848228 -10.03533295852349 -9.113047258224533 -8.973466331276555 -13.410714616276863 -8.842970577188424 -8.8203514782195 -8.279227047746197 -11.743268036119822 -7.465053165636313
-8.994969574766007 -9.479048735044895 -9.38716117970548 -8.331827130837667 -9.247795786395983 -8.435301916544773 -11.837075211582963 -11.04253720849701 -8.366673530866542 -11.47305380280276
-9.652310425848228 -9.258092925338389 -9.552838743236606 -8.265950978004991 -9.612166085600393 -10.427864418945681 -10.918420759022474 -9.110704901313603 -11.543573096618509 -9.115940932030433
-9.463653839774583 -11.146804516098328 -8.868655947401717 -9.118676612175477 -8.691535660907341 -9.344861784003825 -11.837075211582963 -8.651027818708009 -8.741108677247553 -9.657837445968994
-9.185148832327425 -9.613725580394377 -10.469278244231724 -7.982514791838533 -11.24455967619177 -8.842970577188424 -8.973418260914357 -9.834736521128455 -7.807386498888185 -7.465053165636313
-9.185148832327425 -9.685951497546256 -8.631342710170557 -8.481278313395713 -10.893740770941115 -8.258539317742525 -12.204913710894672 -10.332527880495306 -9.424584216175916 -8.163312910887832
-9.404237736808454 -9.345927795781957 -8.738940426463923 -8.833502248565441 -8.691535660907341 -8.258539317742525 -12.991806457654405 -11.545142190426581 -12.590647325923214 -8.642798637249562
